查询_8000C码率查询_20160325133831
测量类型:,码率级别 
查询时间:,2016-03-25 00:00:00 - 2016-03-26 00:00:00
制表人:,admin
制表时间:,2016-03-25 13:38:31
序号,开始时间,结束时间,查询粒度,网元位置,VOD用户数,VOD流量(kbps),TVOD用户数,TVOD流量(kbps),TSTV用户数,TSTV流量(kbps)
1450,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-1",75,164200,35,78080,23,76688
1451,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-2",230,515000,101,173104,32,97552
1452,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-3",141,307600,65,107120,27,74000
1453,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-4",181,370000,66,121632,28,79200
1454,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-qy",1,8200,20,52504,23,61208
1455,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop2-2",11,31000,0,0,1,8176
1456,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop3-1",239,581200,74,140032,30,89832
1457,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-1",215,508100,76,137944,47,136416
1458,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-qy",0,0,29,73920,5,30280
1459,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-1",341,771000,149,288304,102,297592
1460,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-qy",308,783000,101,213736,78,246872
1461,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"三期四期扩容,pdpop2-3",0,0,0,0,0,0
1462,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_1",26,50600,6,9672,4,10144
1463,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_2",35,65600,14,30360,13,35920
1464,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-1",134,303000,72,153720,25,73984
1465,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-2",248,595100,88,160696,93,276320
1466,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-1",6,16300,39,209072,49,177064
1467,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-2",274,620100,100,176736,78,220168
1468,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-3",313,655200,109,229256,90,283040
1469,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-4",295,670300,122,250920,98,296080
1470,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-1",117,266900,54,106360,22,67384
1471,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-2",160,321200,55,93080,9,27544
1472,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-3",216,547100,73,135264,9,25896
1473,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-4",153,371900,86,164100,50,139700
1474,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-qy",0,0,25,43608,5,13168
1475,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-1",0,0,1,8176,0,0
1476,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-2",254,610500,99,197312,60,192880
1477,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-3",318,649200,77,183184,65,205176
1478,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-4",260,607400,77,162344,56,163680
1479,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-5",278,601900,71,157064,61,205400
1480,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-qy",1,7900,38,108320,17,84624
1481,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-1",171,438900,60,110856,24,68528
1482,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-2",178,431900,52,106248,40,133736
1483,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-3",274,643400,101,187576,82,267416
1484,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-4",386,1014300,173,343184,123,384416
1485,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-5",368,883600,137,273512,99,314016
1486,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-6",217,610200,96,195264,74,236632
1487,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-qy",4,17300,0,0,15,41864
1488,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-1",76,221800,41,95160,23,76472
1489,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-qy",16,45100,194,661472,10,54024
1490,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-1",116,283300,48,81888,25,74248
1491,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-10",194,517300,76,160808,30,91784
1492,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-11",4,12900,1,1648,1,2888
1493,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-2",147,373600,88,166176,45,137464
1494,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-3",184,454200,92,179880,66,203792
1495,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-4",8,19400,0,0,0,0
1496,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-5",156,444300,74,137064,41,123704
1497,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-6",293,801300,149,296592,74,233472
1498,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-7",198,502900,91,197656,56,200000
1499,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-8",145,364400,96,190072,42,144792
1500,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-9",197,540600,106,227976,37,127696
1501,2016-03-25 04:30:00,2016-03-25 04:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-qy",6,15900,29,72080,8,33496
1502,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_1",229,569600,124,261632,78,258784
1503,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_2",326,768600,126,242256,136,383136
1504,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-1",61,183500,78,149688,0,0
1505,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-2",275,651700,132,284376,115,362016
1506,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-1",328,767400,141,283648,81,259176
1507,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-2",375,902500,139,324648,158,486640
1508,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=cmpop4-1",254,566900,96,165312,78,213208
1509,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-1",460,918200,242,438688,152,403776
1510,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-qy",296,525100,74,149408,87,237024
1511,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_1",353,730300,156,330776,105,315504
1512,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_2",119,263800,74,150624,60,181864
1513,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_qy",147,348300,69,138240,47,174344
1514,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-1",228,541500,141,288320,100,339784
1515,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-2",300,694900,147,255568,123,355928
1516,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-1",378,820700,162,333688,134,418912
1517,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-2",331,760800,161,313136,130,392920
1518,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-1",395,924800,152,303176,94,283184
1519,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-2",451,1020400,181,337528,122,365256
1520,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-3",150,365500,52,111472,37,124592
1521,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-qy",0,0,33,62120,11,30216
1522,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop2-2",514,1222900,184,350488,153,452992
1523,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_1",382,785500,143,263152,92,279496
1524,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_qy",3,11300,91,264392,9,41640
1525,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-1",260,610800,104,202664,84,255888
1526,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-2",331,711100,142,277336,85,263248
1527,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-1",484,1059100,174,324696,128,408584
1528,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-2",384,912800,150,281456,120,329120
1529,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-1",77,167800,38,83016,24,79568
1530,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-2",233,519900,109,186256,31,94664
1531,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-3",143,298700,65,108352,28,76880
1532,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-4",179,366700,68,126128,28,79200
1533,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-qy",0,0,20,52504,23,61208
1534,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop2-2",9,27600,0,0,1,8176
1535,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop3-1",235,568300,81,152616,30,89832
1536,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-1",215,508400,75,136280,47,136416
1537,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-qy",0,0,29,67400,5,30280
1538,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-1",346,766300,150,289888,101,294680
1539,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-qy",305,777800,105,228256,78,246872
1540,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"三期四期扩容,pdpop2-3",0,0,0,0,0,0
1541,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_1",27,52300,7,11304,4,10144
1542,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_2",35,65600,16,33592,13,35920
1543,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-1",135,304700,75,158560,25,73984
1544,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-2",241,570900,96,173776,92,273456
1545,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-1",6,16300,38,200896,49,177064
1546,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-2",276,635300,104,182768,78,220168
1547,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-3",311,651600,117,243800,89,280144
1548,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-4",302,682200,128,259640,100,301808
1549,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-1",119,276500,58,113024,22,67384
1550,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-2",165,335800,58,99248,9,27544
1551,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-3",214,537300,78,144752,8,23024
1552,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-4",152,370300,88,167300,50,139700
1553,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-qy",0,0,26,45256,5,13168
1554,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-1",0,0,1,8176,0,0
1555,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-2",254,623200,104,205552,61,195760
1556,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-3",312,632800,81,197536,66,206824
1557,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-4",260,601000,80,168512,56,163680
1558,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-5",276,592300,73,160216,62,208280
1559,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-qy",1,7900,39,116496,17,84624
1560,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-1",176,447400,59,109232,24,68528
1561,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-2",179,433500,57,115720,41,135376
1562,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-3",273,654100,107,196264,81,265784
1563,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-4",375,983500,170,325328,123,384416
1564,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-5",361,865500,144,287360,98,311224
1565,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-6",215,619300,102,215192,73,233768
1566,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-qy",3,15600,0,0,15,41864
1567,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-1",72,221300,44,100072,23,76472
1568,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-qy",17,46800,191,632848,10,54024
1569,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-1",117,291300,52,95032,25,74248
1570,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-10",192,513800,77,161192,30,91784
1571,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-11",4,12900,1,1648,1,2888
1572,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-2",154,385500,87,164584,45,137464
1573,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-3",175,438900,101,207704,66,203792
1574,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-4",9,21000,0,0,0,0
1575,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-5",158,441400,80,148048,42,126592
1576,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-6",297,783100,152,308136,74,233472
1577,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-7",203,529800,91,204152,57,202896
1578,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-8",147,361700,90,180112,43,147680
1579,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-9",195,537200,112,238872,36,124808
1580,2016-03-25 04:45:00,2016-03-25 05:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-qy",5,14200,36,86080,8,33496
1581,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_1",237,583100,123,260368,78,258784
1582,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_2",330,775500,132,246576,135,381536
1583,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-1",57,170400,79,151344,0,0
1584,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-2",276,665900,134,281808,113,356304
1585,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-1",322,757400,153,304624,81,259176
1586,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-2",382,908400,149,341224,155,477984
1587,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=cmpop4-1",253,559100,107,183352,76,207480
1588,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-1",468,938200,250,450264,152,403760
1589,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-qy",293,519900,80,159272,87,237024
1590,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_1",349,723600,163,330200,105,315504
1591,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_2",115,257000,79,165712,61,184728
1592,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_qy",150,359700,68,127248,46,171488
1593,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-1",225,536400,144,294088,100,339784
1594,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-2",296,675600,152,270152,121,350200
1595,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-1",373,812300,166,334992,134,418912
1596,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-2",335,754800,170,327864,130,392920
1597,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-1",393,921300,161,324408,93,280328
1598,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-2",449,1023400,178,331424,119,356672
1599,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-3",149,364100,62,128904,36,121736
1600,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-qy",0,0,37,67480,10,27360
1601,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop2-2",519,1205700,196,363496,154,455848
1602,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_1",383,787800,140,251776,93,282352
1603,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_qy",3,11300,101,291904,9,41640
1604,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-1",260,604300,101,197864,85,258744
1605,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-2",334,716200,139,269928,85,263248
1606,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-1",485,1066900,179,331680,127,405688
1607,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-2",394,923600,154,294464,120,329120
1608,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-1",83,178000,40,86288,25,82456
1609,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-2",240,532000,114,194424,31,94664
1610,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-3",143,298600,72,119888,28,76880
1611,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-4",178,365100,70,130608,28,79200
1612,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-qy",0,0,26,64768,23,61208
1613,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop2-2",9,27600,0,0,1,8176
1614,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop3-1",235,561700,78,146488,30,89832
1615,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-1",211,495200,77,139480,47,136416
1616,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-qy",0,0,33,73992,4,27416
1617,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-1",347,774700,148,279680,101,294680
1618,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-qy",311,787800,108,226576,78,246872
1619,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"三期四期扩容,pdpop2-3",0,0,0,0,0,0
1620,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_1",28,54000,8,14168,4,10144
1621,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_2",34,63900,16,33592,13,35920
1622,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-1",136,299900,75,157664,26,76848
1623,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-2",246,579300,100,180328,91,270592
1624,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-1",6,16300,35,189424,46,170904
1625,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-2",275,627400,100,176336,78,220168
1626,2016-03-25 05:00:00,2016-03-25 05:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-3",307,620400,117,240936,88,277280
