序号,开始时间,结束时间,查询粒度,网元位置,总容量(MB),剩余容量(MB)
892,2016-07-27 12:15:00,2016-07-27 12:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,759599
893,2016-07-27 12:15:00,2016-07-27 12:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,864957
894,2016-07-27 12:15:00,2016-07-27 12:30:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
895,2016-07-27 12:15:00,2016-07-27 12:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,789428
896,2016-07-27 12:15:00,2016-07-27 12:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,838540
897,2016-07-27 12:15:00,2016-07-27 12:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,955910
898,2016-07-27 12:15:00,2016-07-27 12:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,761843
899,2016-07-27 12:15:00,2016-07-27 12:30:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
900,2016-07-27 12:30:00,2016-07-27 12:45:00,15分钟,"七期扩容,dqpop6-4",3813612,3245691
901,2016-07-27 12:30:00,2016-07-27 12:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,789013
902,2016-07-27 12:30:00,2016-07-27 12:45:00,15分钟,核心8000H,15254336,7699901
903,2016-07-27 12:30:00,2016-07-27 12:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,763906
904,2016-07-27 12:30:00,2016-07-27 12:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,762391
905,2016-07-27 12:30:00,2016-07-27 12:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,840499
906,2016-07-27 12:30:00,2016-07-27 12:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,765271
907,2016-07-27 12:30:00,2016-07-27 12:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,800739
908,2016-07-27 12:30:00,2016-07-27 12:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,866485
909,2016-07-27 12:30:00,2016-07-27 12:45:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
910,2016-07-27 12:30:00,2016-07-27 12:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,957565
911,2016-07-27 12:30:00,2016-07-27 12:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,791474
912,2016-07-27 12:30:00,2016-07-27 12:45:00,15分钟,"七期扩容,dqpop6-2",3813658,841902
913,2016-07-27 12:30:00,2016-07-27 12:45:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
914,2016-07-27 12:30:00,2016-07-27 12:45:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
915,2016-07-27 12:30:00,2016-07-27 12:45:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
916,2016-07-27 12:30:00,2016-07-27 12:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,762098
917,2016-07-27 12:30:00,2016-07-27 12:45:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
918,2016-07-27 12:45:00,2016-07-27 13:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,955514
919,2016-07-27 12:45:00,2016-07-27 13:00:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
920,2016-07-27 12:45:00,2016-07-27 13:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,840227
921,2016-07-27 12:45:00,2016-07-27 13:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,789506
922,2016-07-27 12:45:00,2016-07-27 13:00:00,15分钟,"七期扩容,dqpop6-2",3813658,839349
923,2016-07-27 12:45:00,2016-07-27 13:00:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
924,2016-07-27 12:45:00,2016-07-27 13:00:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
925,2016-07-27 12:45:00,2016-07-27 13:00:00,15分钟,核心8000H,15254336,7694770
926,2016-07-27 12:45:00,2016-07-27 13:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,762666
927,2016-07-27 12:45:00,2016-07-27 13:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,786547
928,2016-07-27 12:45:00,2016-07-27 13:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,798676
929,2016-07-27 12:45:00,2016-07-27 13:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,760439
930,2016-07-27 12:45:00,2016-07-27 13:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,759617
931,2016-07-27 12:45:00,2016-07-27 13:00:00,15分钟,"七期扩容,dqpop6-4",3813612,3243501
932,2016-07-27 12:45:00,2016-07-27 13:00:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
933,2016-07-27 12:45:00,2016-07-27 13:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,864839
934,2016-07-27 12:45:00,2016-07-27 13:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,762168
935,2016-07-27 12:45:00,2016-07-27 13:00:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
936,2016-07-27 13:00:00,2016-07-27 13:15:00,15分钟,"七期扩容,dqpop6-4",3813612,3245695
937,2016-07-27 13:00:00,2016-07-27 13:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,791521
938,2016-07-27 13:00:00,2016-07-27 13:15:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
939,2016-07-27 13:00:00,2016-07-27 13:15:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
940,2016-07-27 13:00:00,2016-07-27 13:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,765188
941,2016-07-27 13:00:00,2016-07-27 13:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,764584
942,2016-07-27 13:00:00,2016-07-27 13:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,800166
943,2016-07-27 13:00:00,2016-07-27 13:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,788472
944,2016-07-27 13:00:00,2016-07-27 13:15:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
945,2016-07-27 13:00:00,2016-07-27 13:15:00,15分钟,核心8000H,15254336,7700006
946,2016-07-27 13:00:00,2016-07-27 13:15:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
947,2016-07-27 13:00:00,2016-07-27 13:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,841932
948,2016-07-27 13:00:00,2016-07-27 13:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,762023
949,2016-07-27 13:00:00,2016-07-27 13:15:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
950,2016-07-27 13:00:00,2016-07-27 13:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,957087
951,2016-07-27 13:00:00,2016-07-27 13:15:00,15分钟,"七期扩容,dqpop6-2",3813658,841853
952,2016-07-27 13:00:00,2016-07-27 13:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,762604
953,2016-07-27 13:00:00,2016-07-27 13:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,866410
954,2016-07-27 13:15:00,2016-07-27 13:30:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
955,2016-07-27 13:15:00,2016-07-27 13:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,759574
956,2016-07-27 13:15:00,2016-07-27 13:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,788670
957,2016-07-27 13:15:00,2016-07-27 13:30:00,15分钟,核心8000H,15254336,7694817
958,2016-07-27 13:15:00,2016-07-27 13:30:00,15分钟,"七期扩容,dqpop6-4",3813612,3243520
959,2016-07-27 13:15:00,2016-07-27 13:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,864754
960,2016-07-27 13:15:00,2016-07-27 13:30:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
961,2016-07-27 13:15:00,2016-07-27 13:30:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
962,2016-07-27 13:15:00,2016-07-27 13:30:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
963,2016-07-27 13:15:00,2016-07-27 13:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,798290
964,2016-07-27 13:15:00,2016-07-27 13:30:00,15分钟,"七期扩容,dqpop6-2",3813658,839142
965,2016-07-27 13:15:00,2016-07-27 13:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,760357
966,2016-07-27 13:15:00,2016-07-27 13:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,762523
967,2016-07-27 13:15:00,2016-07-27 13:30:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
968,2016-07-27 13:15:00,2016-07-27 13:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,762675
969,2016-07-27 13:15:00,2016-07-27 13:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,840067
970,2016-07-27 13:15:00,2016-07-27 13:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,789793
971,2016-07-27 13:15:00,2016-07-27 13:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,955055
972,2016-07-27 13:30:00,2016-07-27 13:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,799849
973,2016-07-27 13:30:00,2016-07-27 13:45:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
974,2016-07-27 13:30:00,2016-07-27 13:45:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
975,2016-07-27 13:30:00,2016-07-27 13:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,791346
976,2016-07-27 13:30:00,2016-07-27 13:45:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
977,2016-07-27 13:30:00,2016-07-27 13:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,761879
978,2016-07-27 13:30:00,2016-07-27 13:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,791679
979,2016-07-27 13:30:00,2016-07-27 13:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,765392
980,2016-07-27 13:30:00,2016-07-27 13:45:00,15分钟,核心8000H,15254336,7700067
981,2016-07-27 13:30:00,2016-07-27 13:45:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
982,2016-07-27 13:30:00,2016-07-27 13:45:00,15分钟,"七期扩容,dqpop6-4",3813612,3245698
983,2016-07-27 13:30:00,2016-07-27 13:45:00,15分钟,"七期扩容,dqpop6-2",3813658,841646
984,2016-07-27 13:30:00,2016-07-27 13:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,762337
985,2016-07-27 13:30:00,2016-07-27 13:45:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
986,2016-07-27 13:30:00,2016-07-27 13:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,841875
987,2016-07-27 13:30:00,2016-07-27 13:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,764843
988,2016-07-27 13:30:00,2016-07-27 13:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,956602
989,2016-07-27 13:30:00,2016-07-27 13:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,866272
990,2016-07-27 13:45:00,2016-07-27 14:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,762686
991,2016-07-27 13:45:00,2016-07-27 14:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,840017
992,2016-07-27 13:45:00,2016-07-27 14:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,762783
993,2016-07-27 13:45:00,2016-07-27 14:00:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
994,2016-07-27 13:45:00,2016-07-27 14:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,789741
995,2016-07-27 13:45:00,2016-07-27 14:00:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
996,2016-07-27 13:45:00,2016-07-27 14:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,954546
997,2016-07-27 13:45:00,2016-07-27 14:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,759406
998,2016-07-27 13:45:00,2016-07-27 14:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,788893
999,2016-07-27 13:45:00,2016-07-27 14:00:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
1000,2016-07-27 13:45:00,2016-07-27 14:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,864755
1001,2016-07-27 13:45:00,2016-07-27 14:00:00,15分钟,"七期扩容,dqpop6-2",3813658,839018
1002,2016-07-27 13:45:00,2016-07-27 14:00:00,15分钟,"七期扩容,dqpop6-4",3813612,3243511
1003,2016-07-27 13:45:00,2016-07-27 14:00:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1004,2016-07-27 13:45:00,2016-07-27 14:00:00,15分钟,核心8000H,15254336,7694882
1005,2016-07-27 13:45:00,2016-07-27 14:00:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1006,2016-07-27 13:45:00,2016-07-27 14:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,760192
1007,2016-07-27 13:45:00,2016-07-27 14:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,797932
1008,2016-07-27 14:00:00,2016-07-27 14:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,841634
1009,2016-07-27 14:00:00,2016-07-27 14:15:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
1010,2016-07-27 14:00:00,2016-07-27 14:15:00,15分钟,"七期扩容,dqpop6-4",3813612,3245707
1011,2016-07-27 14:00:00,2016-07-27 14:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,866630
1012,2016-07-27 14:00:00,2016-07-27 14:15:00,15分钟,核心8000H,15254336,7700076
1013,2016-07-27 14:00:00,2016-07-27 14:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,955963
1014,2016-07-27 14:00:00,2016-07-27 14:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,765262
1015,2016-07-27 14:00:00,2016-07-27 14:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,761721
1016,2016-07-27 14:00:00,2016-07-27 14:15:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1017,2016-07-27 14:00:00,2016-07-27 14:15:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
1018,2016-07-27 14:00:00,2016-07-27 14:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,790848
1019,2016-07-27 14:00:00,2016-07-27 14:15:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1020,2016-07-27 14:00:00,2016-07-27 14:15:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
1021,2016-07-27 14:00:00,2016-07-27 14:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,764572
1022,2016-07-27 14:00:00,2016-07-27 14:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,799341
1023,2016-07-27 14:00:00,2016-07-27 14:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,762466
1024,2016-07-27 14:00:00,2016-07-27 14:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,791605
1025,2016-07-27 14:00:00,2016-07-27 14:15:00,15分钟,"七期扩容,dqpop6-2",3813658,841419
1026,2016-07-27 14:15:00,2016-07-27 14:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,788339
1027,2016-07-27 14:15:00,2016-07-27 14:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,762462
1028,2016-07-27 14:15:00,2016-07-27 14:30:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1029,2016-07-27 14:15:00,2016-07-27 14:30:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
1030,2016-07-27 14:15:00,2016-07-27 14:30:00,15分钟,"七期扩容,dqpop6-2",3813658,838724
1031,2016-07-27 14:15:00,2016-07-27 14:30:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
1032,2016-07-27 14:15:00,2016-07-27 14:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,759370
1033,2016-07-27 14:15:00,2016-07-27 14:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,839669
1034,2016-07-27 14:15:00,2016-07-27 14:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,864856
1035,2016-07-27 14:15:00,2016-07-27 14:30:00,15分钟,核心8000H,15254336,7695016
1036,2016-07-27 14:15:00,2016-07-27 14:30:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1037,2016-07-27 14:15:00,2016-07-27 14:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,759942
1038,2016-07-27 14:15:00,2016-07-27 14:30:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
1039,2016-07-27 14:15:00,2016-07-27 14:30:00,15分钟,"七期扩容,dqpop6-4",3813612,3243510
1040,2016-07-27 14:15:00,2016-07-27 14:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,953900
1041,2016-07-27 14:15:00,2016-07-27 14:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,762485
1042,2016-07-27 14:15:00,2016-07-27 14:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,797147
1043,2016-07-27 14:15:00,2016-07-27 14:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,790136
1044,2016-07-27 14:30:00,2016-07-27 14:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,798478
1045,2016-07-27 14:30:00,2016-07-27 14:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,766179
1046,2016-07-27 14:30:00,2016-07-27 14:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,761320
1047,2016-07-27 14:30:00,2016-07-27 14:45:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
1048,2016-07-27 14:30:00,2016-07-27 14:45:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1049,2016-07-27 14:30:00,2016-07-27 14:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,762090
1050,2016-07-27 14:30:00,2016-07-27 14:45:00,15分钟,"七期扩容,dqpop6-4",3813612,3245700
1051,2016-07-27 14:30:00,2016-07-27 14:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,791886
1052,2016-07-27 14:30:00,2016-07-27 14:45:00,15分钟,核心8000H,15254336,7700351
1053,2016-07-27 14:30:00,2016-07-27 14:45:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1054,2016-07-27 14:30:00,2016-07-27 14:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,841209
1055,2016-07-27 14:30:00,2016-07-27 14:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,866240
1056,2016-07-27 14:30:00,2016-07-27 14:45:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
1057,2016-07-27 14:30:00,2016-07-27 14:45:00,15分钟,"七期扩容,dqpop6-2",3813658,841060
1058,2016-07-27 14:30:00,2016-07-27 14:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,764139
1059,2016-07-27 14:30:00,2016-07-27 14:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,789357
1060,2016-07-27 14:30:00,2016-07-27 14:45:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,955569
1061,2016-07-27 14:30:00,2016-07-27 14:45:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
1062,2016-07-27 14:45:00,2016-07-27 15:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,839237
1063,2016-07-27 14:45:00,2016-07-27 15:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,953533
1064,2016-07-27 14:45:00,2016-07-27 15:00:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
1065,2016-07-27 14:45:00,2016-07-27 15:00:00,15分钟,核心8000H,15254336,7695191
1066,2016-07-27 14:45:00,2016-07-27 15:00:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1067,2016-07-27 14:45:00,2016-07-27 15:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,759507
1068,2016-07-27 14:45:00,2016-07-27 15:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,763433
1069,2016-07-27 14:45:00,2016-07-27 15:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,796368
1070,2016-07-27 14:45:00,2016-07-27 15:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,787090
1071,2016-07-27 14:45:00,2016-07-27 15:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,789852
1072,2016-07-27 14:45:00,2016-07-27 15:00:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
1073,2016-07-27 14:45:00,2016-07-27 15:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,762174
1074,2016-07-27 14:45:00,2016-07-27 15:00:00,15分钟,"七期扩容,dqpop6-2",3813658,838626
1075,2016-07-27 14:45:00,2016-07-27 15:00:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1076,2016-07-27 14:45:00,2016-07-27 15:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,864440
1077,2016-07-27 14:45:00,2016-07-27 15:00:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
1078,2016-07-27 14:45:00,2016-07-27 15:00:00,15分钟,"七期扩容,dqpop6-4",3813612,3243510
1079,2016-07-27 14:45:00,2016-07-27 15:00:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,759048
1080,2016-07-27 15:00:00,2016-07-27 15:15:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1081,2016-07-27 15:00:00,2016-07-27 15:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,955155
1082,2016-07-27 15:00:00,2016-07-27 15:15:00,15分钟,"4K节点,dqpop6-qy",7627188,7622910
1083,2016-07-27 15:00:00,2016-07-27 15:15:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
1084,2016-07-27 15:00:00,2016-07-27 15:15:00,15分钟,"七期扩容,dqpop6-4",3813612,3245694
1085,2016-07-27 15:00:00,2016-07-27 15:15:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
1086,2016-07-27 15:00:00,2016-07-27 15:15:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1087,2016-07-27 15:00:00,2016-07-27 15:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,765697
1088,2016-07-27 15:00:00,2016-07-27 15:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,840751
1089,2016-07-27 15:00:00,2016-07-27 15:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,791697
1090,2016-07-27 15:00:00,2016-07-27 15:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,764195
1091,2016-07-27 15:00:00,2016-07-27 15:15:00,15分钟,核心8000H,15254336,7700466
1092,2016-07-27 15:00:00,2016-07-27 15:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,867545
1093,2016-07-27 15:00:00,2016-07-27 15:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,760910
1094,2016-07-27 15:00:00,2016-07-27 15:15:00,15分钟,"七期扩容,dqpop6-2",3813658,841165
1095,2016-07-27 15:00:00,2016-07-27 15:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,789982
1096,2016-07-27 15:00:00,2016-07-27 15:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-1",3813612,761819
1097,2016-07-27 15:00:00,2016-07-27 15:15:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,797639
1098,2016-07-27 15:15:00,2016-07-27 15:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-2",3813612,787619
1099,2016-07-27 15:15:00,2016-07-27 15:30:00,15分钟,"七期扩容,dqpop6-2",3813658,838685
1100,2016-07-27 15:15:00,2016-07-27 15:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-1",3813674,865529
1101,2016-07-27 15:15:00,2016-07-27 15:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xqpop6-1",3813612,762717
1102,2016-07-27 15:15:00,2016-07-27 15:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-2",3813612,795739
1103,2016-07-27 15:15:00,2016-07-27 15:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=pdpop6-1",3813612,953215
1104,2016-07-27 15:15:00,2016-07-27 15:30:00,15分钟,"七期扩容,dqpop6-4",3813612,3243513
1105,2016-07-27 15:15:00,2016-07-27 15:30:00,15分钟,"4K节点,dqpop6-5",3873199,3869831
1106,2016-07-27 15:15:00,2016-07-27 15:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=bqpop6-4",3813626,790081
1107,2016-07-27 15:15:00,2016-07-27 15:30:00,15分钟,"4K节点,dqpop6-3",3813612,3805571
1108,2016-07-27 15:15:00,2016-07-27 15:30:00,15分钟,"4K节点,bqpop6-5",3813670,3811713
1109,2016-07-27 15:15:00,2016-07-27 15:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=dqpop6-1",3813612,761989
1110,2016-07-27 15:15:00,2016-07-27 15:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=nhpop6-2",3781831,758865
1111,2016-07-27 15:15:00,2016-07-27 15:30:00,15分钟,"七期扩容,ZXUSS_VS8000HID=xmpop6-1",3813658,841031
1112,2016-07-27 15:15:00,2016-07-27 15:30:00,15分钟,"4K节点,pdpop6-3",2860225,2859951
