序号,开始时间,结束时间,查询粒度,网元位置,磁盘总容量(MB),磁盘剩余容量(MB)
200,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-1",61993275,20467938
201,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-qy",121132413,57000403
202,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-qy",123993870,50096427
203,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop2-2",106825488,47926400
204,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-1",125901468,45740267
205,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-4",18121041,2394366
206,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-qy",112548282,39473253
207,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-5",123993870,45194944
208,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-2",110640684,33637398
209,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-2",106825488,38265438
210,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_qy",91564704,13994190
211,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-qy",125901468,23343794
212,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-10",125901468,42602053
213,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-2",125901468,45259040
214,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-qy",120178674,47270400
215,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-4",125901468,43375532
216,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_qy",101102694,22305150
217,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-1",60085557,21010793
218,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_1",80119159,24389549
219,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,ZXUSS_VS8000CID=高生直播转码,5722794,4507368
220,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-2",122086272,28027469
221,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-2",125901468,41755375
222,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-6",125901468,43818861
223,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-11",122086272,50724773
224,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-3",125901468,51805943
225,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-2",120178674,59105732
226,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-3",123993870,41103229
227,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-6",123993870,39824546
228,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"三期四期扩容,pdpop2-3",123993870,70438826
229,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-8",125871661,44299793
230,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-1",123993870,42174329
231,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-3",125901468,47148708
232,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-1",125901468,45895228
233,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=cmpop4-1",78211518,27496318
234,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-2",118271076,19332660
235,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-1",95379900,24145240
236,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-3",114455880,23753077
237,2016-07-27 00:30:00,2016-07-27 00:45:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-1",101102694,36037683
238,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-qy",122086272,45048821
239,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-2",110640684,23188564
240,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-11",122086272,50731499
241,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-5",123993870,43177749
242,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-1",60085557,16911727
243,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-1",64854612,22896664
244,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_1",87749508,30742402
245,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-2",110640684,33585957
246,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_qy",91564704,13885554
247,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_2",82026714,16630769
248,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"三期四期扩容,pdpop2-3",123993870,70389821
249,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-3",116363478,44249922
250,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-2",123993870,44877578
251,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-2",106825488,38386481
252,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-7",125901468,41712514
253,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_2",80119116,18487140
254,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-2",118271076,19439453
255,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-qy",125901468,23441312
256,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-2",125901468,45335255
257,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-8",125871661,44403267
258,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-10",125901468,42531365
259,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop2-2",106825488,47882419
260,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-1",125901468,45669238
261,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-2",78211518,15214511
262,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-qy",123993870,50142339
263,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-qy",123993870,43993270
264,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-qy",91564704,37129716
265,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-1",61993275,20682199
266,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-1",61039296,11925148
267,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-1",95379900,24084270
268,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop3-1",76303920,15223393
269,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-3",114455880,23818611
270,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-1",116363478,41006588
271,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-1",123993870,42125588
272,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-2",122086272,43627038
273,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-2",122086272,34020994
274,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_1",74396322,17236531
275,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-qy",121132413,57130536
276,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_2",80119116,24773100
277,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-2",110640684,54116567
278,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-1",55317222,7896112
279,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-5",120178674,38277007
280,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-4",125901468,43303753
281,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-1",61993275,12178207
282,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-4",18121041,2376794
283,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_qy",101102694,22324239
284,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-3",125901468,51881818
285,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-1",125901468,45864686
286,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-4",123993870,40467823
287,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-1",60085557,21235736
288,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-1",59131938,18349857
289,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_1",80119159,24323124
290,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-9",116303864,37823901
291,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-1",87749508,30953057
292,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-qy",122086272,38672565
293,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-2",120178674,59198281
294,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-3",125901468,47262799
295,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-4",114455880,43684807
296,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-qy",120178674,47152521
297,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,ZXUSS_VS8000CID=高生直播转码,5722794,4507368
298,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-4",114455880,23985472
299,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-qy",112548282,39603247
300,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-2",120178674,48047882
301,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-2",122086272,27974323
302,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-3",123993870,57211170
303,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=cmpop4-1",78211518,27570849
304,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-3",123993870,41226603
305,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-1",101102694,35988084
306,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-6",123993870,39777812
307,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-3",125901468,46715746
308,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-qy",120178674,44585835
309,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-1",63900633,22660013
310,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-6",125901468,43762938
311,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-2",125901468,41834296
312,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-1",56270601,11084611
313,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-5",123993870,45295393
314,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-1",125901468,43798051
315,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-4",125901468,45234628
316,2016-07-27 00:45:00,2016-07-27 01:00:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_1",85841910,21376973
317,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_1",74396322,17329021
318,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-qy",123993870,50033767
319,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-1",125901468,43886145
320,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-2",125901468,45276827
321,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-qy",121132413,57361685
322,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_1",87749508,30673486
323,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_2",80119116,24777635
324,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-1",60085557,16852664
325,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-4",114455880,23939131
326,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-11",122086272,50892175
327,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-5",123993870,43171163
328,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,ZXUSS_VS8000CID=高生直播转码,5722794,4507368
329,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-1",64854612,23087496
330,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-1",125901468,45802617
331,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-qy",125901468,23425149
332,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-3",125901468,51881355
333,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-10",125901468,42466993
334,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-6",123993870,39854502
335,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-1",61039296,12079449
336,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-1",125901468,45597769
337,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-8",125871661,44346319
338,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop2-2",106825488,48003297
339,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-qy",120178674,44458914
340,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=dqpop4-2",110640684,54169558
341,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-3",125901468,46652373
342,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-1",61993275,20631939
343,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-qy",123993870,44088487
344,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-qy",91564704,37324873
345,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=xqpop4-1",63900633,22595680
346,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=nhpop4-1",95379900,24024169
347,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_2",82026714,16653124
348,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-4",125901468,45170942
349,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=nhpop3-1",76303920,15164887
350,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_qy",91564704,13777078
351,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-2",110640684,33534129
352,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-1",60085557,21193348
353,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-1",59131938,18286452
354,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-4",123993870,40463868
355,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-qy",112548282,39590246
356,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-3",114455880,23838770
357,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"三期四期扩容,pdpop2-3",123993870,70466170
358,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=pdpop3_1",85841910,21466184
359,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-2",78211518,15325938
360,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=fxpop5-2",123993870,44926706
361,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-3",116363478,44194099
362,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-2",122086272,27971545
363,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-2",120178674,47984161
364,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=bqpop5-1",55317222,7853848
365,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-1",61993275,12110490
366,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-3",123993870,57155990
367,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-5",120178674,38268400
368,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=sjpop5-4",125901468,43243842
369,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-6",125901468,43711805
370,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-1",116363478,40887761
371,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-2",110640684,23143985
372,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=dqpop3_1",80119159,24257648
373,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-2",106825488,38476615
374,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=cmpop4-1",78211518,27497374
375,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=pdpop5-1",56270601,11072238
376,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=bqpop4-2",120178674,59137777
377,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=cmpop5-qy",122086272,38870569
378,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-2",125901468,41928484
379,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=jdpop4-1",87749508,31105650
380,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-3",123993870,41287230
381,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-7",125901468,41749246
382,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-4",18121041,2358578
383,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-2",122086272,43550321
384,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-qy",122086272,45271286
385,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jspop5-4",114455880,43739739
386,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_2",80119116,18440491
387,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xmpop5-1",123993870,42167286
388,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-9",116303864,37791977
389,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-3",125901468,47204379
390,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=jdpop3_qy",101102694,22504469
391,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"五期扩容,ZXUSS_VS8000CID=pdpop4-1",101102694,35943597
392,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=qppop5-qy",120178674,47149835
393,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=jdpop5-2",118271076,19399273
394,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=dqpop5-2",122086272,34104776
395,2016-07-27 01:00:00,2016-07-27 01:15:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-5",123993870,45240465
396,2016-07-27 01:15:00,2016-07-27 01:30:00,15分钟,"三期四期扩容,ZXUSS_VS8000CID=bqpop3_1",74396322,17349761
397,2016-07-27 01:15:00,2016-07-27 01:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=nhpop5-1",61993275,12130894
398,2016-07-27 01:15:00,2016-07-27 01:30:00,15分钟,"六期扩容,ZXUSS_VS8000CID=xqpop5-1",125901468,43964696
